Rank,Filename,Sector,Overall_Score,Match_Percentage,Text_Similarity,Skill_Score,Experience_Score,Education_Score,Experience_Years,Education_Level,Skills_Count,All_Skills,Recommendations,File_Path
2288,12059610.pdf,APPAREL,0.1683,16.83,0.0233,0.25,0.0,0.3333,0,1,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\APPAREL\12059610.pdf
2289,16899268.pdf,INFORMATION-TECHNOLOGY,0.168,16.8,0.047,0.125,0.0,0.6667,0,2,2,PHARMACEUTICAL:marketing | SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\16899268.pdf
2290,19738730.pdf,BUSINESS-DEVELOPMENT,0.167,16.7,0.0179,0.25,0.0,0.3333,0,1,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\BUSINESS-DEVELOPMENT\19738730.pdf
2291,41910253.pdf,HEALTHCARE,0.1669,16.69,0.0428,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\41910253.pdf
2292,17576030.pdf,FITNESS,0.1669,16.69,0.0176,0.25,0.0,0.3333,0,1,4,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\FITNESS\17576030.pdf
2293,32531824.pdf,BUSINESS-DEVELOPMENT,0.1664,16.64,0.0407,0.125,0.0,0.6667,0,2,2,PHARMACEUTICAL:marketing | SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\BUSINESS-DEVELOPMENT\32531824.pdf
2294,15727656.pdf,ADVOCATE,0.1662,16.62,0.0397,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ADVOCATE\15727656.pdf
2295,57002858.pdf,INFORMATION-TECHNOLOGY,0.1653,16.53,0.0361,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\57002858.pdf
2296,21830565.pdf,HR,0.1651,16.51,0.0253,0.0,0.725,0.3333,15,1,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\HR\21830565.pdf
2297,17025292.pdf,CONSULTANT,0.1649,16.49,0.0346,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSULTANT\17025292.pdf
2298,13557622.pdf,DESIGNER,0.1647,16.47,0.0088,0.25,0.0,0.3333,0,1,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\13557622.pdf
2299,24230851.pdf,INFORMATION-TECHNOLOGY,0.1646,16.46,0.0333,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\24230851.pdf
2300,31025785.pdf,BANKING,0.1644,16.44,0.0075,0.25,0.0,0.3333,0,1,4,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\BANKING\31025785.pdf
2301,64471954.pdf,HEALTHCARE,0.1641,16.41,0.0315,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\64471954.pdf
2302,26530575.pdf,FINANCE,0.1638,16.38,0.0304,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\FINANCE\26530575.pdf
2303,15932017.pdf,FITNESS,0.1637,16.37,0.0299,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\FITNESS\15932017.pdf
2304,13087952.pdf,TEACHER,0.1635,16.35,0.0288,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\TEACHER\13087952.pdf
2305,23591247.pdf,CHEF,0.1634,16.34,0.0285,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\23591247.pdf
2306,39569771.pdf,BANKING,0.1631,16.31,0.0274,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\BANKING\39569771.pdf
2307,78298706.pdf,CONSTRUCTION,0.163,16.3,0.0271,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\78298706.pdf
2308,25098739.pdf,CONSTRUCTION,0.1629,16.29,0.0267,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\25098739.pdf
2309,51554903.pdf,CHEF,0.1628,16.28,0.0263,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\51554903.pdf
2310,38154903.pdf,AVIATION,0.1624,16.24,0.0246,0.125,0.0,0.6667,0,2,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\38154903.pdf
2311,27187994.pdf,CONSTRUCTION,0.1623,16.23,0.0143,0.0,0.725,0.3333,15,1,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\27187994.pdf
2312,12171093.pdf,ADVOCATE,0.162,16.2,0.023,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ADVOCATE\12171093.pdf
2313,21807224.pdf,ENGINEERING,0.1618,16.18,0.0272,0.0,0.7,0.3333,20,1,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\ENGINEERING\21807224.pdf
2314,29784524.pdf,CHEF,0.1614,16.14,0.0208,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\29784524.pdf
2315,16924102.pdf,CHEF,0.1611,16.11,0.0244,0.0,0.7,0.3333,33,1,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\CHEF\16924102.pdf
2316,16964217.pdf,CONSULTANT,0.1609,16.09,0.0187,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSULTANT\16964217.pdf
2317,24703009.pdf,ACCOUNTANT,0.1609,16.09,0.0187,0.125,0.0,0.6667,0,2,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ACCOUNTANT\24703009.pdf
2318,29173771.pdf,ADVOCATE,0.1609,16.09,0.0186,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ADVOCATE\29173771.pdf
2319,10276858.pdf,CHEF,0.1609,16.09,0.0185,0.125,0.0,0.6667,0,2,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\10276858.pdf
2320,21007083.pdf,APPAREL,0.1605,16.05,0.0172,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\APPAREL\21007083.pdf
2321,51209395.pdf,TEACHER,0.1605,16.05,0.0172,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\TEACHER\51209395.pdf
2322,11360471.pdf,ARTS,0.1605,16.05,0.0169,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ARTS\11360471.pdf
2323,31605080.pdf,AVIATION,0.1605,16.05,0.0169,0.125,0.0,0.6667,0,2,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\31605080.pdf
2324,14589288.pdf,AVIATION,0.1602,16.02,0.0159,0.125,0.0,0.6667,0,2,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\14589288.pdf
2325,14528265.pdf,DESIGNER,0.1602,16.02,0.0158,0.125,0.0,0.6667,0,2,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\14528265.pdf
2326,22182279.pdf,ARTS,0.1601,16.01,0.0154,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ARTS\22182279.pdf
2327,29147100.pdf,DESIGNER,0.1601,16.01,0.0403,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\DESIGNER\29147100.pdf
2328,12777487.pdf,ARTS,0.16,16.0,0.0402,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ARTS\12777487.pdf
2329,16132195.pdf,HEALTHCARE,0.1598,15.98,0.0143,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\16132195.pdf
2330,27524018.pdf,TEACHER,0.1597,15.97,0.0387,0.0,0.0,1.0,0,5,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\TEACHER\27524018.pdf
2331,14049846.pdf,ENGINEERING,0.1596,15.96,0.0385,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ENGINEERING\14049846.pdf
2332,82738323.pdf,AVIATION,0.1593,15.93,0.0124,0.125,0.0,0.6667,0,2,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\82738323.pdf
2333,37263609.pdf,DESIGNER,0.1592,15.92,0.037,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\DESIGNER\37263609.pdf
2334,19867922.pdf,HR,0.1591,15.91,0.0366,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\HR\19867922.pdf
2335,73448369.pdf,ADVOCATE,0.1591,15.91,0.0114,0.125,0.0,0.6667,0,2,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ADVOCATE\73448369.pdf
2336,19302310.pdf,TEACHER,0.1591,15.91,0.0363,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\TEACHER\19302310.pdf
2337,29647215.pdf,CONSULTANT,0.159,15.9,0.036,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CONSULTANT\29647215.pdf
2338,39776400.pdf,DESIGNER,0.1589,15.89,0.0105,0.125,0.0,0.6667,0,2,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\39776400.pdf
2339,12415691.pdf,DESIGNER,0.1587,15.87,0.0349,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\DESIGNER\12415691.pdf
2340,12635195.pdf,INFORMATION-TECHNOLOGY,0.1587,15.87,0.0348,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\12635195.pdf
2341,69336473.pdf,AGRICULTURE,0.1585,15.85,0.0341,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\AGRICULTURE\69336473.pdf
2342,15899269.pdf,TEACHER,0.1583,15.83,0.0331,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\TEACHER\15899269.pdf
2343,18268860.pdf,AVIATION,0.1581,15.81,0.0125,0.0,0.7,0.3333,18,1,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\18268860.pdf
2344,23464505.pdf,AVIATION,0.158,15.8,0.0319,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\23464505.pdf
2345,14958913.pdf,TEACHER,0.1579,15.79,0.0116,0.0,0.7,0.3333,36,1,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\TEACHER\14958913.pdf
2346,34953092.pdf,BANKING,0.1578,15.78,0.0311,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\BANKING\34953092.pdf
2347,36861863.pdf,HEALTHCARE,0.1577,15.77,0.0309,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\HEALTHCARE\36861863.pdf
2348,90318913.pdf,AVIATION,0.1577,15.77,0.0106,0.0,0.7,0.3333,25,1,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\90318913.pdf
2349,26069113.pdf,ARTS,0.1576,15.76,0.0304,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ARTS\26069113.pdf
2350,29061628.pdf,CONSTRUCTION,0.1573,15.73,0.0291,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CONSTRUCTION\29061628.pdf
2351,89413122.pdf,INFORMATION-TECHNOLOGY,0.1573,15.73,0.029,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\89413122.pdf
2352,35121930.pdf,APPAREL,0.1572,15.72,0.0286,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\APPAREL\35121930.pdf
2353,37333719.pdf,ADVOCATE,0.157,15.7,0.0281,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ADVOCATE\37333719.pdf
2354,17660419.pdf,FITNESS,0.157,15.7,0.008,0.0,0.7,0.3333,20,1,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Consider pursuing higher education qualifications",..\data\data\data\FITNESS\17660419.pdf
2355,70089206.pdf,INFORMATION-TECHNOLOGY,0.1569,15.69,0.0276,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\70089206.pdf
2356,32896934.pdf,HR,0.1565,15.65,0.026,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\HR\32896934.pdf
2357,12022566.pdf,ENGINEERING,0.1565,15.65,0.0258,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ENGINEERING\12022566.pdf
2358,48533663.pdf,CONSULTANT,0.1562,15.62,0.0248,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CONSULTANT\48533663.pdf
2359,91431878.pdf,AVIATION,0.1561,15.61,0.0245,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\91431878.pdf
2360,48549972.pdf,CONSTRUCTION,0.156,15.6,0.024,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CONSTRUCTION\48549972.pdf
2361,26961846.pdf,FINANCE,0.1559,15.59,0.0235,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\FINANCE\26961846.pdf
2362,14743911.pdf,DESIGNER,0.1559,15.59,0.0234,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\DESIGNER\14743911.pdf
2363,96029688.pdf,ENGINEERING,0.1558,15.58,0.0233,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ENGINEERING\96029688.pdf
2364,32985311.pdf,ENGINEERING,0.1557,15.57,0.0228,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ENGINEERING\32985311.pdf
2365,82125182.pdf,ENGINEERING,0.1556,15.56,0.0225,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ENGINEERING\82125182.pdf
2366,25224998.pdf,CONSTRUCTION,0.1556,15.56,0.0223,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CONSTRUCTION\25224998.pdf
2367,29797594.pdf,TEACHER,0.1554,15.54,0.0218,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\TEACHER\29797594.pdf
2368,17163375.pdf,FITNESS,0.1552,15.52,0.0208,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\FITNESS\17163375.pdf
2369,27902692.pdf,AVIATION,0.1551,15.51,0.0202,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\27902692.pdf
2370,48580330.pdf,CHEF,0.155,15.5,0.0202,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CHEF\48580330.pdf
2371,56525735.pdf,CONSTRUCTION,0.155,15.5,0.02,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CONSTRUCTION\56525735.pdf
2372,26829561.pdf,APPAREL,0.155,15.5,0.0199,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\APPAREL\26829561.pdf
2373,10089434.pdf,INFORMATION-TECHNOLOGY,0.1547,15.47,0.0189,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\10089434.pdf
2374,27490876.pdf,HR,0.1547,15.47,0.0187,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\HR\27490876.pdf
2375,26189601.pdf,CHEF,0.1546,15.46,0.0186,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CHEF\26189601.pdf
2376,86549455.pdf,FINANCE,0.1546,15.46,0.0184,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\FINANCE\86549455.pdf
2377,11943065.pdf,TEACHER,0.1545,15.45,0.0182,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\TEACHER\11943065.pdf
2378,22990761.pdf,AVIATION,0.1545,15.45,0.018,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\22990761.pdf
2379,34051710.pdf,DESIGNER,0.1544,15.44,0.0802,0.1875,0.0,0.3333,0,1,3,DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:marketing,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\34051710.pdf
2380,43408471.pdf,AVIATION,0.1543,15.43,0.0173,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\43408471.pdf
2381,21511817.pdf,CHEF,0.1541,15.41,0.0164,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CHEF\21511817.pdf
2382,66226673.pdf,ARTS,0.1537,15.37,0.0149,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ARTS\66226673.pdf
2383,20624984.pdf,ACCOUNTANT,0.1535,15.35,0.0139,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ACCOUNTANT\20624984.pdf
2384,25953797.pdf,CHEF,0.1532,15.32,0.0128,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\CHEF\25953797.pdf
2385,70892619.pdf,TEACHER,0.1532,15.32,0.0127,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\TEACHER\70892619.pdf
2386,13998435.pdf,DESIGNER,0.1532,15.32,0.0127,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\DESIGNER\13998435.pdf
2387,11722421.pdf,DESIGNER,0.1532,15.32,0.0126,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\DESIGNER\11722421.pdf
